UNITID,CAMPUSID,PCINSTNM,PCADDR,PCCITY,PCSTABBR,PCZIP,PCFIPS,PCOBEREG,PCCHFNM,PCCHFTITLE,PCGENTELE,PCEIN,PCDUNS,PCOPEID,PCOPEFLAG,OLDUNITID,PCWEBADDR,PCADMINURL,PCFAIDURL,PCAPPLURL,PCNPRICURL,PCVETURL,PCATHURL,PCDISAURL,PCSECTOR,PCICLEVEL,PCCONTROL,PCHLOFFER,PCUGOFFER,PCGROFFER,PCHDEGOFR1,PCDEGGRANT,PCHBCU,PCTRIBAL,PCLOCALE,PCOPENPUBL,PCACT,PCCYACTIVE,PCPOSTSEC,PCPSEFLAG,PCPSET4FLG,PCCBSA,PCCBSATYPE,PCCSA,PCNECTA,PCCOUNTYCD,PCCOUNTYNM,PCCNGDSTCD,PCLONGITUD,PCLATITUDE,PCLEVEL1,PCLEVEL1A,PCLEVEL1B,PCLEVEL2,PCLEVEL3,PCLEVEL4,PCLEVEL5,PCLEVEL6,PCLEVEL7,PCLEVEL8,PCLEVEL17,PCLEVEL18,PCLEVEL19,PCFT_FTUG,PCALLONCAM,PCAPPLFEEU,PCROOM,PCCHG1AT0,PCCHG1AF0,PCCHG1AY0,PCCHG1AT1,PCCHG1AF1,PCCHG1AY1,PCCHG1AT2,PCCHG1AF2,PCCHG1AY2,PCCHG1AT3,PCCHG1AF3,PCCHG1AY3,PCCHG1TGTD,PCCHG1FGTD,PCCHG2AT0,PCCHG2AF0,PCCHG2AY0,PCCHG2AT1,PCCHG2AF1,PCCHG2AY1,PCCHG2AT2,PCCHG2AF2,PCCHG2AY2,PCCHG2AT3,PCCHG2AF3,PCCHG2AY3,PCCHG2TGTD,PCCHG2FGTD,PCCHG3AT0,PCCHG3AF0,PCCHG3AY0,PCCHG3AT1,PCCHG3AF1,PCCHG3AY1,PCCHG3AT2,PCCHG3AF2,PCCHG3AY2,PCCHG3AT3,PCCHG3AF3,PCCHG3AY3,PCCHG3TGTD,PCCHG3FGTD,PCCHG4AY0,PCCHG4AY1,PCCHG4AY2,PCCHG4AY3,PCCHG5AY0,PCCHG5AY1,PCCHG5AY2,PCCHG5AY3,PCCHG6AY0,PCCHG6AY1,PCCHG6AY2,PCCHG6AY3,PCCHG7AY0,PCCHG7AY1,PCCHG7AY2,PCCHG7AY3,PCCHG8AY0,PCCHG8AY1,PCCHG8AY2,PCCHG8AY3,PCCHG9AY0,PCCHG9AY1,PCCHG9AY2,PCCHG9AY3,PCCIPCODE1,PCCIPLGTH1,PCPRGMSR1,PCMTHCMP1,PCWKCMP1,PCLNAYHR1,PCLNAYWK1,PCCHG1PY0,PCCHG1PY1,PCCHG1PY2,PCCHG1PY3,PCCHG4PY0,PCCHG4PY1,PCCHG4PY2,PCCHG4PY3,PCCHG5PY0,PCCHG5PY1,PCCHG5PY2,PCCHG5PY3,PCCHG6PY0,PCCHG6PY1,PCCHG6PY2,PCCHG6PY3,PCCHG7PY0,PCCHG7PY1,PCCHG7PY2,PCCHG7PY3,PCCHG8PY0,PCCHG8PY1,PCCHG8PY2,PCCHG8PY3,PCCHG9PY0,PCCHG9PY1,PCCHG9PY2,PCCHG9PY3
169479,10,"Davenport University-Flint Location","1401 East Court Street","Fenton","MI","48503-9121",26,3,"Richard Pappas","President","8107329977","381945965 ","047529995","00224930  ",5,474836,"www.davenport.edu/"," "," "," "," "," "," "," ",2,1,2,5,1,2,30,1,2,2,13,1,"A",1,1,1,2,22420,1,220,-2,26049,"Genesee County",2605,-83.671632,43.018855,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177065,10,"Columbia College - Lake Ozark","900 College Boulevard","Osage Beach","MO","65065-9677",29,4,"Dr. David Russell","President","8002312391","430655867 ","077122315","00245614  ",1,489511,"www.ccis.edu/locations/lake-ozark.aspx","www.ccis.edu/admissions/","www.ccis.edu/offices/FinancialAid/","columbiacollegeapp.force.com/onlineapp/","https://www.ccis.edu/offices/financialaid/net-price-calculators.aspx","https://www.ccis.edu/military/","https://www.ccis.edu/offices/institutionalresearch/facts/eada.aspx","https://www.ccis.edu/SAR",2,1,2,5,1,2,30,1,2,2,32,1,"A",1,1,1,1,-2,-2,-2,-2,29131,"Miller County",2903,-92.600211,38.159390,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,480,480,480,480,,,,,,,,,8160,8384,8704,9536,7200,7776,8064,8352,7200,7776,8064,8352,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189088,10,"Bard College - MAT Program CA","Immanuel Presbyterian Church 3300 Wilshire Boulevard","Los Angeles","CA","90010-1757",6,8,"Stephen Mucher","Director of MAT","2137389224","141713034 ","082282989","00267118  ",5,492892," "," "," "," "," "," "," "," ",2,1,2,7,2,1,20,1,2,2,11,1,"A",1,1,1,2,31080,1,348,-2,6037,"Los Angeles County",634,-118.294489,34.061437,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233684,10,"Strayer University-Newport News Campus","99 Old Oyster Point Road, Unit 1","Newport News","VA","23602",51,5,"Andrea Backman","President","8774457180","520500740 ","069390466","00145928  ",1,440509,"www.strayer.edu/campus-locations/virginia/newport-news","https://www.strayer.edu/admissions/how-to-apply","https://www.strayer.edu/tuition-and-financial-aid/financial-aid","https://application.strayer.edu/","https://strayer.aidcalc.cloud/netprice.htm","https://www.strayer.edu/admissions/military-assistance"," ","www.strayer.edu/student-consumer-information/disability-services",3,1,3,7,1,1,20,1,2,2,12,1,"A",1,1,1,1,47260,1,545,-2,51700,"Newport News City",5103,-76.473901,37.105740,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,0,2,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,1350,1350,1350,1350,,,,,,,,,10917,10917,8976,8220,2502,2502,1200,900,2502,2502,1200,900,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242972,10,"NUC University - Florida Technical College - Pembr","12520 Pines Boulevard","Pembroke Pines","FL","33027-0000",12,5,"Dr. Percy Reed","Executive Director","9545561900","660394377 ","194387122","02260611  ",1,495581,"https://www.ftccollege.edu/","https://www.ftccollege.edu/","https://www.ftccollege.edu/","https://www.ftccollege.edu/","https://www.ftccollege.edu/NPC/npcalc.htm","https://www.ftccollege.edu/"," ","https://www.ftccollege.edu/",3,1,3,5,1,2,30,1,2,2,21,1,"A",1,1,1,1,33100,1,370,-2,12011,"Broward County",1223,-80.315189,26.005895,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,0,2,,,,,,,12600,575,13175,13398,1075,14473,,,,,,,,,12600,575,13175,13398,1075,14473,,,,,,,,,12600,575,13175,23952,1075,25027,,,,,,0,,,,,,,,,,,7108,7794,,,4237,3083,,,4237,3083,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243780,10,"Purdue University - Purdue Polytechnic Vincennes","Technology Building, 1002 North First Street","Vincennes","IN","47591",18,3,"Gary Bertoline","Dean, Purdue Polytechnic Institute","8128884151","356002041 ","072051394","00182515  ",1,480417,"polytechnic.purdue.edu/vincennes","polytechnic.purdue.edu/vincennes/admissions","www.purdue.edu/dfa/","polytechnic.purdue.edu/vincennes/admissions/apply-at-vincennes","www.purdue.edu/dfa/cost/estimator.html"," "," "," ",1,1,1,5,1,2,30,1,2,2,33,1,"A",1,1,1,1,47180,2,-2,-2,18083,"Knox County",1808,-87.522656,38.689809,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,60,2,6342,0,6342,6342,0,6342,6342,0,6342,6714,0,6714,,,6342,0,6342,6342,0,6342,6342,0,6342,6714,0,6714,,,6342,0,6342,6342,0,6342,6342,0,6342,6714,0,6714,,,1160,1190,1050,1060,,,,,,,,,12840,13090,13270,13440,3400,3460,3510,3560,3400,3460,3510,3560,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248934,10,"ECPI University-Culinary Institute of Virginia","2428 Alameda Ave Ste 106","Norfolk","VA","23513-1603",51,5," "," ","7578582433","541707314 ","945600385","01019813  ",1,482802,"www.ecpi.edu/college-of-culinary-arts","www.ecpi.edu/admissions","www.ecpi.edu/financial-assistance","apply.ecpi.edu/","www.npc.ecpi.edu/","www.ecpi.edu/admissions/tuition-fees"," ","www.ecpi.edu/student-consumer-services/facilities-and-services-students-with-disabilities",3,1,3,5,1,2,30,1,2,2,12,1,"A",1,1,1,1,47260,1,545,-2,51710,"Norfolk City",5103,-76.214619,36.878673,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,45,2,15984,55,16039,16584,55,16639,16584,55,16639,17424,55,17479,0,0,15984,55,16039,16584,55,16639,16584,55,16639,17424,55,17479,,,15984,55,16039,16584,55,16639,16584,55,16639,17424,55,17479,,,780,900,900,960,,,,,,,,,8670,8670,8670,8670,3306,3306,3306,3583,3306,3306,3306,3583,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475033,10,"Relay Graduate School of Education - Nashville","1108 McKennie Avenue","Nashville","TN","37206",47,5,"Austin Moag","Dean","6152708257","275316628 ","968743489","04208610  ",1,489991,"relay.edu/location/relay-nashville","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,1,1,20,1,2,2,11,1,"A",1,1,1,1,34980,1,400,-2,47037,"Davidson County",4705,-86.769241,36.194720,1,0,1,0,0,0,0,0,1,0,0,0,0,2,-2,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485111,10,"Georgia Military College - Stone Mountain","5325 Manor Drive","Stone Mountain","GA","30083-3070",13,5,"LTG William B Caldwell IV","President","6788469311","580616992 ","066455924","00157112  ",1,492519,"https://www.gmc.edu/index.cms","https://www.gmc.edu/admissions/office-overview.cms","https://www.gmc.edu/prospective-students/introduction-to-financial-aid.cms","https://www.gmc.edu/admissions/apply-now2.cms","https://gmc.studentaidcalculator.com/survey.aspx","https://www.gmc.edu/prospective-students/veterans-and-active-military-overview.cms","https://www.gmc.edu/about-gmc/right-to-know.cms","https://www.gmc.edu/academic-programs/disability-services.cms",1,1,1,5,1,2,30,1,2,2,21,1,"A",1,1,1,1,12060,1,122,-2,13089,"DeKalb County",1304,-84.171302,33.806498,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,35,2,6120,0,6120,6165,0,6165,6210,0,6210,6345,0,6345,,,6120,0,6120,6165,0,6165,6210,0,6210,6345,0,6345,,,6120,0,6120,6165,0,6165,6210,0,6210,6345,0,6345,,,930,1140,1140,840,,,,,,,,,7396,7604,7896,7792,6604,7072,7336,6640,3908,4052,4196,4720,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495767,10,"Pennsylvania State University-Penn State Fayette-","2201 University Drive","Lemont Furnace","PA","15456-1025",42,2,"Dr. W. Charles Patrick","Chancellor","7244304100","246000376 ","003403953","00332908  ",1,214759,"fayette.psu.edu/","https://admissions.psu.edu/","https://studentaid.psu.edu/","https://admissions.psu.edu/apply/","https://tuition.psu.edu/CostEstimate.aspx","https://studentaid.psu.edu/veterans","https://www.ncaa.org/","https://equity.psu.edu/student-disability-resources",1,1,1,5,1,2,30,1,2,2,23,1,"A",1,1,1,1,38300,1,430,-2,42051,"Fayette County",4214,-79.657769,39.947217,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,65,2,12718,984,13702,12718,992,13710,13222,498,13720,13552,500,14052,,,12718,984,13702,12718,992,13710,13222,498,13720,13552,500,14052,,,20902,984,21886,21310,992,22302,21814,498,22312,22414,500,22914,,,1840,1840,1840,1840,,,,,,,,,11570,11884,12318,12744,4788,4788,4788,4788,4104,4104,4104,4104,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104151,11,"Arizona State University - Pima","2202 West Anklam Road","Tucson","AZ","85709-0001",4,6,"Michael M. Crow","President","8552785080","860196696 ","623088747","00108169  ",1,494506,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,5,1,2,30,1,2,2,11,1,"A",1,1,1,1,46060,1,536,-2,4019,"Pima County",403,-111.016672,32.227607,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,50,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135081,11,"Keiser University-Port St Lucie","9400 Discovery Way","Port St Lucie","FL","34987",12,5,"Dr. Arthur Keiser","Chancellor","7723989990","591829662 ","099617847","02151911  ",1,437990,"www.keiseruniversity.edu/","www.keiseruniversity.edu/admissions/","www.keiseruniversity.edu/financial-services/","enroll.keiseruniversity.edu/","www.keiseruniversity.edu/financial-services/"," "," ","www.keiseruniversity.edu/americans-with-disabilities-act/",2,1,2,9,1,1,11,1,2,2,41,1,"A",1,1,1,1,38940,1,370,-2,12111,"St. Lucie County",1218,-80.419933,27.254949,0,0,0,0,1,0,1,0,1,1,1,1,0,1,2,55,2,19008,1200,20208,19808,1200,21008,19808,1200,21008,20800,1200,22000,,,19008,1200,20208,19808,1200,21008,19808,1200,21008,20800,1200,22000,,,19008,1200,20208,19808,1200,21008,19808,1200,21008,20800,1200,22000,,,2000,2000,2000,2000,,,,,,,,,10252,13620,13620,14086,8726,8726,8726,8726,7443,8808,8808,9248,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150987,11,"Ivy Tech Community College-Northwest","1440 E 35th Ave","Gary","IN","46409-1499",18,3," "," ","2199811111","351180631 ","007204426|072310337|088182886|793749727|793749735|928643308","00991731  ",1,151087,"www.ivytech.edu/northwest/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html"," "," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,13,1,"A",1,1,1,1,16980,1,176,-2,18089,"Lake County",1801,-87.321271,41.555590,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,2,4218,150,4368,4350,150,4500,4487,150,4637,4487,150,4637,,,4218,150,4368,4350,150,4500,4487,150,4637,4487,150,4637,,,8252,150,8402,8511,150,8661,8777,150,8927,8777,150,8927,,,1420,1440,1460,1050,,,,,,,,,6336,6656,6848,7808,4160,4224,4256,4192,3584,3648,3680,4192,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177065,11,"Columbia College - Saint Louis","4411 Woodson Road","Saint Louis","MO","63134-3701",29,4,"Dr. David Russell","President","8002312391","430655867 ","077122315","00245615  ",1,489520,"www.ccis.edu/locations/st-louis.aspx","www.ccis.edu/admissions/","www.ccis.edu/offices/FinancialAid/","columbiacollegeapp.force.com/onlineapp/","https://www.ccis.edu/offices/financialaid/net-price-calculators.aspx","https://www.ccis.edu/military/","https://www.ccis.edu/offices/institutionalresearch/facts/eada.aspx","https://www.ccis.edu/SAR",2,1,2,7,1,1,20,1,2,2,21,1,"A",1,1,1,1,41180,1,476,-2,29189,"St. Louis County",2901,-90.358271,38.731030,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2,0,2,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,480,480,480,480,,,,,,,,,8160,8384,8704,9536,7200,7776,8064,8352,7200,7776,8064,8352,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233684,11,"Strayer University-Virginia Beach Campus","249 Central Park Avenue Ste 350","Virginia Beach","VA","23462",51,5,"Andrea Backman","President","8774457180","520500740 ","069390466","00145951  ",1,450359,"www.strayer.edu/campus-locations/virginia/virginia-beach","https://www.strayer.edu/admissions/how-to-apply","https://www.strayer.edu/tuition-and-financial-aid/financial-aid","https://application.strayer.edu/","https://strayer.aidcalc.cloud/netprice.htm","https://www.strayer.edu/admissions/military-assistance"," ","www.strayer.edu/student-consumer-information/disability-services",3,1,3,7,1,1,20,1,2,2,11,1,"A",1,1,1,1,47260,1,545,-2,51810,"Virginia Beach City",5102,-76.134191,36.842990,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,0,2,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,1350,1350,1350,1350,,,,,,,,,10917,10917,8976,8220,2502,2502,1200,900,2502,2502,1200,900,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242972,11,"NUC University - Florida Technical College - Cutle","20505 South Dixie Highway","Cutler Bay","FL","33189-1208",12,5,"Christian Angel Almond","Executive Director","7864051100","660394377 ","194387122","02260612  ",1,495590,"https://www.ftccollege.edu/","https://www.ftccollege.edu/","https://www.ftccollege.edu/","https://www.ftccollege.edu/","https://www.ftccollege.edu/NPC/npcalc.htm","https://www.ftccollege.edu/"," ","https://www.ftccollege.edu/",3,1,3,5,1,2,30,1,2,2,21,1,"A",1,1,1,1,33100,1,370,-2,12086,"Miami-Dade County",1227,-80.368186,25.574985,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,0,2,,,,,,,12600,575,13175,13398,1075,14473,,,,,,,,,12600,575,13175,13398,1075,14473,,,,,,,,,12600,575,13175,23952,1075,25027,,,,,,0,,,,,,,,,,,7108,7794,,,4237,3083,,,4237,3083,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248934,11,"ECPI University-Virginia Beach Health Sciences","5501 Greenwich Rd Ste 100","Virginia Beach","VA","23462-1603",51,5," "," ","7574978400","541707314 ","945600385","01019814  ",1,482811,"www.ecpi.edu/","www.ecpi.edu/admissions","www.ecpi.edu/financial-assistance","apply.ecpi.edu/","www.npc.ecpi.edu/","www.ecpi.edu/admissions/tuition-fees"," ","www.ecpi.edu/student-consumer-services/facilities-and-services-students-with-disabilities",3,1,3,5,1,2,30,1,2,2,11,1,"A",1,1,1,1,47260,1,545,-2,51810,"Virginia Beach City",5102,-76.176504,36.841874,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,45,2,15984,55,16039,16584,55,16639,16584,55,16639,17424,55,17479,0,0,15984,55,16039,16584,55,16639,16584,55,16639,17424,55,17479,,,15984,55,16039,16584,55,16639,16584,55,16639,17424,55,17479,,,780,900,900,960,,,,,,,,,8670,8670,8670,8670,3306,3306,3306,3583,3306,3306,3306,3583,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475033,11,"Relay Graduate School of Education - San Antonio","1520 W Contour Drive","San Antonio","TX","78212",48,6,"Helen Hailemariam","Executive Director, Texas","2108260661","275316628 ","968743489","04208611  ",1,491358,"relay.edu/location/relay-san-antonio","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","https://www.relay.edu/policies",2,1,2,7,2,1,20,1,2,2,11,1,"A",1,1,1,1,41700,1,484,-2,48029,"Bexar County",4820,-98.497048,29.486627,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485111,11,"Georgia Military College - Fayetteville","255 Veteran's Parkway","Fayetteville","GA","30214-4280",13,5,"LTG William B Caldwell IV","President","6783791381","580616992 ","066455924","00157113  ",1,492528,"https://www.gmc.edu/index.cms","https://www.gmc.edu/admissions/office-overview.cms","https://www.gmc.edu/prospective-students/introduction-to-financial-aid.cms","https://www.gmc.edu/admissions/apply-now2.cms","https://gmc.studentaidcalculator.com/survey.aspx","https://www.gmc.edu/prospective-students/veterans-and-active-military-overview.cms","https://www.gmc.edu/about-gmc/right-to-know.cms","https://www.gmc.edu/academic-programs/disability-services.cms",1,1,1,5,1,2,30,1,2,2,41,1,"A",1,1,1,1,12060,1,122,-2,13113,"Fayette County",1313,-84.511568,33.456530,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,35,2,6120,0,6120,6165,0,6165,6210,0,6210,6345,0,6345,,,6120,0,6120,6165,0,6165,6210,0,6210,6345,0,6345,,,6120,0,6120,6165,0,6165,6210,0,6210,6345,0,6345,,,930,1140,1140,840,,,,,,,,,7396,7604,7896,7792,6604,7072,7336,6640,3908,4052,4196,4720,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495767,11,"Pennsylvania State University-Penn State Hazleton","76 University Drive","Hazleton","PA","18202-8025",42,2,"Dr. Gary M. Lawler","Chancellor","5704503000","246000376 ","003403953","00332909  ",1,214768,"hazleton.psu.edu/","https://admissions.psu.edu/","https://studentaid.psu.edu/","https://admissions.psu.edu/apply/","https://tuition.psu.edu/CostEstimate.aspx","https://studentaid.psu.edu/veterans","https://www.ncaa.org/","https://equity.psu.edu/student-disability-resources",1,1,1,5,1,2,30,1,2,2,23,1,"A",1,1,1,1,42540,1,-2,-2,42079,"Luzerne County",4209,-76.031061,40.983958,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,65,1,13484,984,14468,13484,992,14476,13988,498,14486,14338,500,14838,,,13484,984,14468,13484,992,14476,13988,498,14486,14338,500,14838,,,22044,984,23028,22474,992,23466,22978,498,23476,23610,500,24110,,,1840,1840,1840,1840,11570,11884,12318,12038,4788,4788,4788,4788,11570,11884,12318,12744,4788,4788,4788,4788,4104,4104,4104,4104,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104151,12,"Arizona State University - Washington, D.C.","1800 I Street North West","Washington","DC","20006-5407",11,2,"Michael M. Crow","President","8552785080","860196696 ","623088747","00108172  ",1,495828,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,7,2,1,20,1,2,2,11,1,"A",1,1,1,1,47900,1,548,-2,11001,"District of Columbia",1198,-77.041900,38.901100,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135081,12,"Keiser University-West Palm Beach","2085 Vista Parkway","West Palm Beach","FL","33411",12,5,"Dr. Arthur Keiser","Chancellor","5614716000","591829662 ","099617847","02151912  ",1,447193,"www.keiseruniversity.edu/","www.keiseruniversity.edu/admissions/","www.keiseruniversity.edu/financial-services/","enroll.keiseruniversity.edu/","www.keiseruniversity.edu/financial-services/"," "," ","www.keiseruniversity.edu/americans-with-disabilities-act/",2,1,2,9,1,1,11,1,2,2,21,1,"A",1,1,1,1,33100,1,370,-2,12099,"Palm Beach County",1218,-80.151201,26.713572,0,0,0,0,1,0,1,0,1,1,1,1,0,1,2,55,2,19008,1200,20208,19808,1200,21008,19808,1200,21008,20800,1200,22000,,,19008,1200,20208,19808,1200,21008,19808,1200,21008,20800,1200,22000,,,19008,1200,20208,19808,1200,21008,19808,1200,21008,20800,1200,22000,,,2000,2000,2000,2000,,,,,,,,,10252,13620,13620,14086,8726,8726,8726,8726,7443,8808,8808,9248,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150987,12,"Ivy Tech Community College-Southeast","590 Ivy Tech Dr","Madison","IN","47250-1881",18,3,"Molly Dodge","Chancellor","8122652580","351180631 ","105308154|170974620|793752507","00991752  ",1,151096,"www.ivytech.edu/madison/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html"," "," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,32,1,"A",1,1,1,1,31500,2,-2,-2,18077,"Jefferson County",1806,-85.376301,38.780425,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,2,4218,150,4368,4350,150,4500,4487,150,4637,4487,150,4637,,,4218,150,4368,4350,150,4500,4487,150,4637,4487,150,4637,,,8252,150,8402,8511,150,8661,8777,150,8927,8777,150,8927,,,1420,1440,1460,1050,,,,,,,,,6336,6656,6848,7808,4160,4224,4256,4192,3584,3648,3680,4192,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169479,12,"Davenport University-Traverse City Location","2200 Dendrinos Dr, Ste. 104","Traverse City","MI","49684-9121",26,3,"Richard Pappas","President","2319951740","381945965 ","047529995","00224914  ",1,474827,"www.davenport.edu/"," "," "," "," "," "," "," ",2,1,2,5,1,2,30,1,2,2,33,1,"A",1,1,1,1,45900,2,-2,-2,26055,"Grand Traverse County",2601,-85.618991,44.739426,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177065,12,"Columbia College - Fort Worth","1564 Headquarters Avenue","Fort Worth","TX","76127-1188",48,6,"Dr. David Russell","President","8002312391","430655867 ","077122315","00245618  ",1,489539,"www.ccis.edu/locations/fort-worth.aspx","www.ccis.edu/admissions/","www.ccis.edu/offices/FinancialAid/","columbiacollegeapp.force.com/onlineapp/","https://www.ccis.edu/offices/financialaid/net-price-calculators.aspx","https://www.ccis.edu/military/","https://www.ccis.edu/offices/institutionalresearch/facts/eada.aspx","https://www.ccis.edu/SAR",2,1,2,7,1,1,20,1,2,2,11,1,"A",1,1,1,1,19100,1,206,-2,48439,"Tarrant County",4812,-97.424414,32.774401,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,2,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,480,480,480,480,,,,,,,,,8160,8384,8704,9536,7200,7776,8064,8352,7200,7776,8064,8352,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
